fine_topics,year,paper_count
reasoning with tools,2022,47
reasoning with tools,2023,78
reasoning with tools,2024,110
recipe generation,2022,1
recipe understanding,2023,1
recommendation systems,2021,5
recommendation systems,2022,2
recommendation systems,2023,4
recommendation systems,2024,4
reconstruction error minimization,2024,1
recurrent memory,2021,1
recurrent networks,2023,1
recurrent neural networks,2022,1
recurrent neural networks,2023,1
recursive methods,2023,1
recursive neural networks,2022,2
redundancy reduction,2022,1
reference expression comprehension,2022,1
reference expression generation,2022,1
reference resolution,2021,1
reference-less evaluation,2021,1
referential games,2024,1
referring expression comprehension,2023,2
reflection,2024,1
reformulation,2022,1
regression,2021,1
regression,2023,1
regression,2024,1
regression modeling,2024,1
regression-based triplet count estimation,2023,1
regular languages,2023,1
regularization,2021,4
regularization,2022,2
regularization,2023,2
regularization techniques,2023,2
reinforcement learning,2021,16
reinforcement learning,2022,11
reinforcement learning,2023,13
reinforcement learning,2024,12
reinforcement learning/DPO,2021,1
reinforcement learning/DPO,2022,1
reinforcement learning/GRPO/PPO,2021,1
reinforcement learning/RL,2023,1
reinforcement learning/RLHF/GRPO/PPO,2024,2
reinforcement learning/agent,2023,1
reinforcement learning/optimization,2023,2
relation extraction,2021,6
relation extraction,2022,3
relation extraction,2023,5
relation extraction,2024,1
relation modeling,2023,1
relation representation learning,2022,1
relation understanding,2023,1
relational learning,2021,1
rephrase detection,2021,1
replacement detection,2022,1
replay-based learning,2023,1
representation alignment,2024,1
representation analysis,2023,1
representation disentanglement,2023,1
representation learning,2021,30
representation learning,2022,35
representation learning,2023,43
representation learning,2024,16
representation space preservation,2024,1
representativeness measure integration,2022,1
reproducibility,2022,1
reranked beam search,2023,1
residual connections,2024,1
residual vector quantization,2024,1
response forecasting,2023,1
response generation,2021,6
response generation,2022,2
response generation,2023,2
response ranking,2023,1
response selection,2021,1
response selection,2022,1
response template generation,2021,1
retrieval augmentation,2024,1
retrieval augmentation/dense,2021,68
retrieval augmentation/dense,2022,97
retrieval augmentation/dense,2023,171
retrieval augmentation/dense,2024,227
retrieval augmentation/sparse,2021,9
retrieval augmentation/sparse,2022,18
retrieval augmentation/sparse,2023,36
retrieval augmentation/sparse,2024,27
review-based recommendation,2024,1
reward design,2024,1
reward dropout,2024,1
reward learning,2023,1
reward learning,2024,1
reward model,2024,1
reward modeling,2021,2
reward modeling,2023,3
reward modeling,2024,4
robotics/navigation,2023,1
robustness/OOD/adversarial,2021,106
robustness/OOD/adversarial,2022,124
robustness/OOD/adversarial,2023,147
robustness/OOD/adversarial,2024,182
role-filler entity extraction,2021,1
root cause analysis,2024,1
rotation-aware fine-tuning,2024,1
routing/mixture-of-experts,2021,3
routing/mixture-of-experts,2022,6
routing/mixture-of-experts,2023,16
routing/mixture-of-experts,2024,20
rule distillation,2023,1
rule extraction,2021,1
rule induction,2022,1
rule-based methods,2021,2
rule-based methods,2023,1
rumor detection,2021,1
rumor detection,2023,1
safety/bias/fairness,2023,3
safety/bias/fairness,2024,2
safety/jailbreak defense,2021,8
safety/jailbreak defense,2022,7
safety/jailbreak defense,2023,16
safety/jailbreak defense,2024,66
safety/privacy/federated/DP,2022,1
safety/privacy/federated/DP,2024,1
safety/robustness,2023,3
safety/robustness,2024,5
safety/robustness/OOD adversarial attacks,2024,1
safety/robustness/OOD/adversarial,2021,1
safety/robustness/OOD/adversarial,2022,3
safety/robustness/OOD/adversarial,2024,4
safety/robustness/interpretability,2024,1
safety/toxicity/hallucination,2021,26
safety/toxicity/hallucination,2022,42
safety/toxicity/hallucination,2023,124
safety/toxicity/hallucination,2024,254
safety/uncertainty/calibration,2022,2
safety/uncertainty/calibration,2024,2
sample efficiency,2021,1
sample efficiency,2022,1
sample selection,2022,1
sampling strategies,2023,1
sampling/decoding control,2021,31
sampling/decoding control,2022,33
sampling/decoding control,2023,81
sampling/decoding control,2024,106
sarcasm detection,2021,1
sarcasm detection,2022,1
sarcasm/irony,2023,1
satisfaction estimation,2021,1
scaling laws,2021,2
scaling laws,2022,3
scaling laws,2023,10
scaling laws,2024,17
scene graph generation,2024,1
scene graphs,2023,1
schema induction,2023,1
schema-driven IE,2024,1
schema-guided generation,2023,1
schema-guided generation,2024,1
schema-guided prompting,2023,1
scientific NLP,2023,1
scientific claim verification,2023,1
scientific discovery,2024,1
scientific document processing,2023,1
scientific leaderboards,2024,1
scientific literature,2021,3
scientific literature,2023,3
scientific literature,2024,4
scientific literature NLP,2021,1
scientific literature analysis,2024,1
scientific peer review,2023,1
scoring methods,2023,1
search strategies,2024,1
second language acquisition,2024,1
security,2022,2
security vulnerabilities,2023,1
security/cybersecurity,2024,1
security/privacy,2024,1
segment-level interaction,2021,1
segmentation,2022,1
segmentation,2023,2
selection bias,2023,1
selective prediction,2023,1
selective prediction,2024,1
self-attention,2023,1
self-attention,2024,1
self-attention reweighting,2024,1
self-chat data generation,2023,1
self-collaborative learning,2021,2
self-consistency,2023,1
self-consistency,2024,2
self-distillation,2023,4
self-paced learning,2021,1
self-rationalization,2023,1
self-renewal prompt optimization,2024,1
self-supervised learning,2021,12
self-supervised learning,2022,9
self-supervised learning,2023,11
self-supervised learning,2024,7
self-teaching,2021,1
self-training,2021,11
self-training,2022,8
self-training,2023,5
self-training,2024,4
semantic adequacy,2021,1
semantic alignment,2022,1
semantic analysis,2021,1
semantic analysis,2023,1
semantic analysis,2024,1
semantic change detection,2021,1
semantic change detection,2023,1
semantic change modeling,2022,1
semantic coherence,2021,2
semantic compositionality,2022,1
semantic consistency,2023,1
semantic dependencies,2024,1
semantic embeddings,2022,2
semantic embeddings,2023,1
semantic equivalence,2021,1
semantic extension,2023,1
semantic filtering,2022,1
semantic interactions,2022,1
semantic knowledge,2023,1
semantic label utilization,2024,1
semantic matching,2021,1
semantic matching,2022,1
semantic matching,2023,2
semantic parsing,2021,12
semantic parsing,2022,13
semantic parsing,2023,17
semantic parsing,2024,3
semantic parsing/text-to-SQL,2022,2
semantic parsing/text-to-SQL,2023,1
semantic reasoning,2024,1
semantic relationships,2021,1
semantic representation,2022,5
semantic representation,2023,2
semantic representation,2024,1
semantic representations,2021,1
semantic retrieval,2022,2
semantic role labeling,2021,5
semantic role labeling,2022,3
semantic role labeling,2023,8
semantic role labeling,2024,1
semantic roles,2022,1
semantic segmentation,2022,1
semantic similarity,2021,2
semantic similarity,2022,1
semantic similarity,2023,6
semantic similarity,2024,3
semantic tagging,2021,1
semantic text matching,2023,1
semantic textual similarity,2021,2
semantic textual similarity,2024,4
semantic training,2024,1
semantics repair,2024,1
semi-parametric methods,2023,1
semi-structured sparsity,2024,1
semi-supervised learning,2021,13
semi-supervised learning,2022,11
semi-supervised learning,2023,13
semi-supervised learning,2024,3
sentence alignment,2022,1
sentence alignment,2023,1
sentence classification,2021,3
sentence classification,2022,2
sentence clustering,2021,1
sentence embedding,2021,1
sentence embeddings,2021,1
sentence embeddings,2022,3
sentence embeddings,2023,4
sentence embeddings,2024,4
sentence fusion,2022,1
sentence ordering,2021,1
sentence pair modeling,2023,1
sentence reordering,2021,1
sentence representation,2021,2
sentence representation,2023,1
sentence representation,2024,1
sentence representation learning,2021,2
sentence representation learning,2022,1
sentence rewriting,2021,1
sentence segmentation,2021,1
sentence similarity,2021,1
sentence simplification,2024,1
sentence splitting,2024,1
sentence-level modeling,2023,1
sentence-level sentiment,2022,1
sentence-level training,2023,1
sentence-pair classification,2021,1
sentiment analysis,2021,26
sentiment analysis,2022,22
sentiment analysis,2023,27
sentiment analysis,2024,9
sentiment analysis/moral sentiment,2021,1
sentiment classification,2021,2
sentiment classification,2022,1
sentiment classification,2024,1
sentiment detection,2023,1
sentiment detection,2024,1
sentiment polarity classification,2021,1
sentiment polarity detection,2021,1
sentiment quadruplet extraction,2024,1
sequence alignment,2021,1
sequence classification,2021,3
sequence classification,2022,2
sequence correction,2023,1
sequence generation,2021,4
sequence generation,2022,2
sequence generation,2023,1
sequence labeling,2021,9
sequence labeling,2022,7
sequence labeling,2023,6
sequence labeling,2024,5
sequence modeling,2021,4
sequence modeling,2022,2
sequence modeling,2023,9
sequence modeling,2024,2
sequence pair classification,2021,1
sequence span rewriting,2021,1
sequence tagging,2021,2
sequence tagging,2022,2
sequence tagging,2023,1
sequence-attention,2023,1
sequence-level knowledge distillation,2024,1
sequence-to-graph conversion,2021,1
sequence-to-sequence,2023,3
sequence-to-sequence learning,2021,1
sequence-to-sequence modeling,2021,1
sequence-to-sequence modeling,2022,3
sequence-to-sequence modeling,2023,1
sequence-to-sequence models,2021,3
sequence-to-sequence models,2022,3
sequence-to-sequence models,2023,4
sequence-to-sequence models,2024,2
sequence-to-set modeling,2021,1
sequence-to-structure modeling,2023,1
sequence-to-tree generation,2021,1
sequential editing,2024,1
sequential modeling,2022,1
set generation,2021,1
set learning,2023,1
set prediction networks,2023,1
severity classification,2022,1
shallow fusion,2024,1
short text classification,2021,1
short text classification,2022,2
short text processing,2024,1
similar clause relation,2022,1
similarity learning,2023,1
similarity measures,2021,1
similarity measures,2024,1
similarity sampling,2023,1
similarity/semantic similarity,2023,1
simplification,2021,4
simplification,2022,3
simplification,2023,11
simplification,2024,9
simulation,2022,1
simulation,2024,3
slot filling,2021,9
slot filling,2022,9
slot filling,2023,18
slot filling,2024,4
small language models,2023,1
small model adaptation,2023,1
small model training,2023,1
social attitude analysis,2021,1
social context modeling,2022,1
social impact,2023,1
social influence modeling,2021,1
social media,2021,7
social media,2022,6
social media,2023,9
social media,2024,14
social media NLP,2021,1
social media analysis,2021,7
social media analysis,2022,4
social media analysis,2023,9
social media analysis,2024,9
social media content moderation,2021,1
social media text analysis,2023,1
social media text analysis,2024,1
social network analysis,2023,1
social science NLP,2023,1
sociolinguistics,2022,1
sociotechnical analysis,2023,1
soft Q-learning,2022,1
soft clustering,2024,1
soft labeling,2022,1
soft-masking,2023,1
soft-prompt tuning,2024,1
software engineering,2022,1
software engineering,2024,1
software security,2023,1
software vulnerability classification,2024,1
software vulnerability detection,2024,1
source selection,2021,1
span alignment,2022,1
span detection,2021,1
span detection,2022,1
span prediction,2021,1
span representation,2021,1
span representation,2023,1
span-based NER,2023,1
span-based methods,2022,1
span-level modeling,2022,1
sparse attention,2021,1
sparse attention,2022,1
sparse reward learning,2022,1
spatial localization,2024,1
spatial reasoning,2021,1
spatial reasoning,2023,4
spatial reasoning,2024,1
spatial role labeling,2022,1
spatio-temporal reasoning,2023,1
speaker diarization,2022,2
speaker diarization,2024,1
speaker identification,2021,1
speaker modeling,2023,1
speaker modeling,2024,1
speaker verification,2021,1
spectral analysis,2022,1
spectral analysis,2023,1
spectral methods,2021,1
spectral methods,2023,1
speculative decoding/medusa,2023,1
speculative decoding/medusa,2024,7
speech LMs,2024,1
speech act classification,2023,1
speech corpus creation,2023,1
speech emotion captioning,2024,1
speech emotion recognition,2023,1
speech emotion recognition,2024,1
speech integration,2024,1
speech processing,2023,3
speech processing,2024,1
speech recognition,2022,2
speech recognition,2023,1
speech recognition,2024,5
speech recognition/language identification,2024,1
speech resynthesis,2024,1
speech synthesis,2022,2
speech synthesis,2023,2
speech translation,2021,1
speech translation,2022,6
speech translation,2023,10
speech translation,2024,1
speech-to-singing synthesis,2024,1
speech-to-speech translation,2023,1
speech-to-speech translation,2024,2
speech-to-text,2024,1
spell checking,2022,1
spelling correction,2022,1
spelling error correction,2021,1
spoken language modeling,2024,1
spoken language processing,2022,1
spoken language processing,2023,1
spoken language understanding,2023,2
spoken language understanding,2024,2
stability analysis,2022,1
stability analysis,2023,1
stance detection,2021,15
stance detection,2022,14
stance detection,2023,35
stance detection,2024,21
starting and stopping criteria,2022,1
state tracking,2022,1
statistical analysis,2021,1
statistical analysis,2022,1
statistical analysis,2023,1
statistical analysis,2024,2
statistical linguistics,2021,1
statistical methods,2021,1
statistical significance testing,2024,1
statistical testing,2023,1
stochastic methods,2021,1
story visualization,2022,1
strategic planning,2023,1
strategy planning,2022,1
strategy planning,2024,1
streaming ASR,2023,1
streaming ASR,2024,1
streaming inference adaptation,2023,1
streaming text generation,2024,1
streaming translation,2023,1
structural alignment,2021,1
structural causal models,2022,1
structural control,2022,1
structural generalization,2023,1
structural generalization,2024,1
structure generation,2023,1
structure induction,2023,1
structure-aware modeling,2022,1
structured commonsense reasoning,2021,1
structured commonsense reasoning,2022,1
structured data modeling,2022,1
structured evidence extraction,2023,1
structured explanations,2021,1
structured prediction,2021,2
structured prediction,2022,7
structured prediction,2023,7
structured prediction,2024,2
structured reasoning,2022,1
structured representation,2022,1
student modeling,2022,1
style transfer,2022,2
style transfer/controllable text,2021,32
style transfer/controllable text,2022,18
style transfer/controllable text,2023,29
style transfer/controllable text,2024,20
stylometry,2023,1
stylometry,2024,1
sub-network discovery,2023,1
subjective NLP,2024,1
subjectivity modeling,2023,1
subsentence modeling,2022,1
summarization,2021,86
summarization,2022,100
summarization,2023,132
summarization,2024,62
supertagging,2023,1
supervised contrastive learning,2021,2
supervised contrastive learning,2022,2
supervised contrastive learning,2023,1
supervised learning,2021,2
supervised learning,2022,2
supervised learning,2023,2
supervised learning,2024,2
supervised training,2024,1
surprisal,2022,1
survey,2021,1
survey,2024,1
survey alignment,2021,1
symbolic knowledge distillation,2023,1
syntactic diversity,2021,1
syntactic parsing,2023,1
syntactic priming,2022,1
syntactic representations,2021,1
syntactic robustness,2022,1
syntactic similarity sampling,2023,1
syntax,2021,1
syntax,2022,1
syntax,2023,1
syntax analysis,2021,1
syntax and semantics,2023,1
syntax control,2021,1
syntax refinement,2022,1
syntax-aware methods,2023,1
syntax-based reordering,2023,1
syntax-enhanced modeling,2022,1
syntax/dependency,2022,1
synthetic data generation,2021,2
synthetic data generation,2022,1
synthetic data generation,2023,2
synthetic data generation,2024,5
synthetic feedback,2023,1
synthetic-to-real gap,2024,1
system combination,2023,1
systematic generalization,2021,2
systematic generalization,2022,1
table filling,2021,1
table reasoning,2024,1
table understanding,2021,1
table understanding,2023,1
table-filling methods,2022,1
table-to-text generation,2021,1
table-to-text generation,2022,2
tabular data,2023,1
tabular data,2024,1
tabular data reasoning,2023,1
tabular language models,2023,1
tagging-based opinion term detection,2023,1
target-oriented sentiment classification,2023,1
task adaptation,2023,1
task analysis,2023,1
task arithmetic,2024,1
task augmentation,2021,1
task augmentation,2022,1
task clustering,2022,1
task conditioning,2024,1
task decomposition,2022,2
task distribution,2021,1
task embeddings,2022,1
task introduction,2024,1
task relationships,2022,1
task selection,2023,1
task selection,2024,2
task-oriented dialogue,2023,2
template filling,2024,1
template generation,2021,1
template-based methods,2022,1
template-based prompting,2022,1
temporal IE,2021,15
temporal IE,2022,11
temporal IE,2023,24
temporal IE,2024,13
temporal adaptation,2021,1
temporal modeling,2023,1
temporal reasoning,2021,1
term-definition relation,2022,1
test-time adaptation,2024,1
text and graph learning,2023,1
text auto-completion,2021,1
text classification,2021,17
text classification,2022,25
text classification,2023,17
text classification,2024,13
text coherence,2022,1
text detoxification,2024,1
text generation,2021,2
text generation,2022,3
text generation,2023,5
text generation,2024,2
text hierarchy generation,2024,1
text matching,2022,1
text normalization,2023,1
text refinement,2024,1
text representation,2021,1
text reuse detection,2024,1
text segmentation,2021,1
text segmentation,2022,1
text segmentation,2024,1
text similarity,2023,1
text simplification,2022,1
text style transfer,2024,1
text-attributed graph,2023,1
text-based games,2021,1
text-based models,2023,1
text-editing,2024,1
text-to-SQL,2023,3
text-to-SQL,2024,1
text-to-SQL reformulation,2022,1
text-to-image,2022,5
text-to-image,2023,1
text-to-image,2024,7
text-to-text generation,2022,2
textual entailment,2022,1
theorem proving,2021,1
theoretical analysis,2021,1
theoretical analysis,2023,1
theoretical analysis,2024,1
theoretical convergence,2024,1
theory of mind,2023,3
theory/generalization,2021,4
theory/generalization,2022,1
theory/generalization,2023,10
theory/generalization,2024,4
thresholding,2023,1
thresholding methods,2022,1
throughput/latency/inference serving,2021,24
throughput/latency/inference serving,2022,21
throughput/latency/inference serving,2023,28
throughput/latency/inference serving,2024,59
time prediction,2023,1
time series analysis,2021,1
time series analysis,2022,1
time series analysis,2024,1
time series forecasting,2022,1
time series forecasting,2024,2
time series modeling,2023,1
time series prediction,2023,1
time series representation,2024,1
time-series forecasting,2024,1
timeline extraction,2022,1
token classification,2023,1
token classification,2024,1
token-level interaction,2021,1
tokenization/subwording,2021,22
tokenization/subwording,2022,25
tokenization/subwording,2023,31
tokenization/subwording,2024,33
tool use/function calling,2022,1
tool use/function calling,2023,6
tool use/function calling,2024,19
topic modeling,2021,4
topic modeling,2022,4
topic modeling,2023,4
topic modeling,2024,5
topic prediction,2022,1
topic segmentation,2022,1
topic segmentation,2023,2
topic segmentation,2024,1
topic-agnostic sentiment,2021,1
topic-aware generation,2021,1
topic-shift detection,2021,1
topicality evaluation,2022,1
toxicity detection,2021,12
toxicity detection,2022,10
toxicity detection,2023,30
toxicity detection,2024,20
tracking,2023,1
training augmentation,2022,1
training data attribution,2022,1
training data attribution,2023,1
training data augmentation,2023,1
training data augmentation,2024,1
training data effects,2022,1
training data selection,2024,1
training dynamics,2022,1
training dynamics,2024,2
training efficiency,2022,2
training efficiency,2023,1
training efficiency,2024,1
training framework,2023,1
training methods,2021,3
training methods,2022,2
training methods,2023,1
training objectives,2022,1
training objectives,2023,1
training schedule optimization,2023,1
training stability,2024,1
training strategies,2021,2
training strategies,2023,4
training techniques,2022,1
training/objectives,2022,1
trajectory augmentation,2022,1
transducer models,2024,1
transductive learning,2023,1
transfer learning,2021,15
transfer learning,2022,22
transfer learning,2023,14
transfer learning,2024,7
transfer learning/continued pretraining/domain-adapt,2022,1
transformer LMs,2022,1
transformer architectures,2022,2
transformer architectures,2023,1
transformer models,2021,3
transformer models,2022,2
transformer models,2023,6
transformer models,2024,2
transformer-based modeling,2022,1
transformers,2021,8
transformers,2022,5
transformers,2023,15
transformers,2024,4
translation,2024,2
translation instruction,2023,1
translation-based alignment,2023,1
transliteration,2023,1
transliteration,2024,1
treebanking,2022,1
trigger detection,2021,1
triplet extraction,2022,1
triplet loss,2023,1
trustworthiness,2022,1
uncertainty estimation,2023,2
uncertainty estimation,2024,1
uncertainty modeling,2021,1
uncertainty quantification,2021,1
uncertainty sampling,2021,1
uncertainty sampling,2023,1
uncertainty/calibration,2021,10
uncertainty/calibration,2022,12
uncertainty/calibration,2023,19
uncertainty/calibration,2024,32
universal dependencies,2024,1
unknown entity discovery,2022,1
unlikelihood learning,2022,1
unlikelihood training,2022,2
unlikelihood training,2023,1
unstructured prediction,2022,1
unstructured sparsity,2024,1
unsupervised anomaly detection,2024,1
unsupervised clustering,2023,2
unsupervised domain adaptation,2021,1
unsupervised domain adaptation,2022,1
unsupervised domain adaptation,2024,1
unsupervised evaluation,2023,1
unsupervised learning,2021,32
unsupervised learning,2022,25
unsupervised learning,2023,26
unsupervised learning,2024,8
unsupervised parsing,2022,1
unsupervised parsing,2024,1
unsupervised pattern discovery,2024,1
unsupervised probing,2024,1
unsupervised representation analysis,2022,1
unsupervised sentence embedding,2023,1
unsupervised sentence representation,2024,1
user behavior modeling,2023,1
user feedback,2022,1
user feedback integration,2024,1
user intention prediction,2024,1
user interaction,2023,1
user interaction analysis,2023,1
user interest modeling,2024,1
user modeling,2021,3
user modeling,2022,1
user modeling,2023,2
user modeling,2024,2
user profiling,2021,1
user simulation,2022,1
user simulation,2024,1
user state modeling,2022,1
user studies,2024,1
user study,2024,1
user targeting,2021,1
user-agent interaction,2021,1
user-centric evaluation,2024,1
user-generated data,2022,1
utterance representation,2023,1
utterance splitting,2022,1
variable disentanglement,2023,1
variational EM,2021,1
variational auto-encoder,2022,2
variational auto-encoder,2024,1
variational autoencoder,2024,1
variational autoencoders,2021,4
variational autoencoders,2022,1
variational autoencoders,2024,1
variational methods,2021,1
vector quantization,2022,3
vector quantization,2024,1
verbalizer design,2022,1
video QA/reasoning,2021,4
video QA/reasoning,2022,4
video QA/reasoning,2023,11
video QA/reasoning,2024,11
video captioning,2022,1
video grounding,2022,1
video processing,2022,1
video question generation,2024,1
video representation learning,2023,1
video retrieval,2024,1
video understanding,2021,1
video understanding,2022,1
visio-linguistic reasoning,2024,1
vision-language,2024,1
visual grounding,2023,1
visual grounding,2024,1
visual metaphor understanding,2023,1
visual question answering,2021,1
visual question answering,2022,2
visual question answering,2023,1
visual question answering,2024,1
visual reasoning,2024,2
visual speech recognition,2024,1
visualization,2023,1
visually-rich documents,2024,1
vocabulary expansion,2024,1
vocabulary extension,2024,1
voice activity detection,2024,1
voice cloning,2024,1
voice conversion,2023,1
voice conversion,2024,1
weak supervision,2021,11
weak supervision,2022,8
weak supervision,2023,9
weak supervision,2024,4
weakly supervised learning,2022,1
weakly-supervised classification,2021,1
weakly-supervised classification,2022,1
weakly-supervised classification,2023,1
web mining,2023,1
weight perturbation,2023,1
weight quantization,2023,2
weight quantization,2024,1
weight-activation quantization,2024,1
weighting methods,2021,1
word embedding compression,2021,1
word embeddings,2021,2
word embeddings,2022,1
word embeddings,2023,1
word error rate improvement,2024,1
word order,2022,1
word recognition,2023,1
word representations,2021,1
word sense disambiguation,2022,1
word sense induction,2024,1
word-level language identification,2023,1
word-level sentiment,2022,1
working memory,2022,1
zero-shot cross-lingual transfer,2023,1
zero-shot entity linking,2023,1
zero-shot evaluation,2021,2
zero-shot generalization,2023,1
zero-shot generalization,2024,1
zero-shot learning,2021,13
zero-shot learning,2022,27
zero-shot learning,2023,42
zero-shot learning,2024,23
zero-shot transfer,2022,1
zero-shot transfer,2024,1
